unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_latlong,dropoff_latlong,pickup_community_area,dropoff_community_area
7c2761c7-340b-4037-aa83-8e0fab5060a2,c04a6e02847e868e8d4c99612074fa2a48d421f01a76b5eb0c170d4b5538324e196dc022a87fa1c5188dcc7291293d4e9ddb9f28d66157fac4e8d7e1fefa563d,2020-11-22 14:15:00 UTC,2020-11-22 14:15:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
3ec77b01-fa58-4e4c-a59a-3efb6a056e69,b130cba438002c59995778af059b4665aa6602d70a185a311b160621b28a6b4affcb1fa5b859ac8567ab569f924f3ac76c2642c992498a9c1edcd632c34287bf,2020-11-22 17:00:00 UTC,2020-11-22 17:15:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
1eae5aa3-cf64-43b2-a2d0-5cee9544ab5c,678095878a2306fa01b08e520d914baaf2ace4999c5118f1acfd5a144f58b2e80bc79d9007ce5bf3e7506ef733fb76067a9fc5896d56c4acd4876f0cdd9db2d7,2020-11-22 22:15:00 UTC,2020-11-22 22:15:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
e8384770-dd13-4b72-9d7d-195ec91a9f20,bb277fc77c865565c0fc305dcad0c6b6633e72ce0fcfac0d1f7648e192ea9713c1dfa51fc740188367f73efaff8938fc0b8f0b0228359d6c927ff6bc6dab6096,2020-11-22 17:45:00 UTC,2020-11-22 18:15:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
9d6c483a-1e41-4950-aa7e-1d00d410b854,90d1d06c9e82801007cabc6d76113e7b7d2589d6b808e0dca7155c27b277ea0968ba4271f4ccc7f986490648f0fcda9242f7f9056f11002103460da3673cc02e,2020-11-22 08:00:00 UTC,2020-11-22 08:00:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
80e09396-6295-4507-ad59-1079c9fcbe83,2c1267cbb5667c1f61fe7807c2fd963de1ed9b17851fd3d3b4df9f1df8f7eedff1ebb08069a0da1e890787c12429efe98e46e3cb8d0f0bd68786b9477a5826bc,2020-11-22 14:15:00 UTC,2020-11-22 14:15:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
02d385aa-4a5c-4087-a2a2-980cd1dad738,6c6cc4c518e70492231337ec2a17326e405aa40ad33ee5476ae03da97fd492e9b5c0629b844060ebdc72d85af6ecf741a16cc602b3dbf9dde7b356fc915db043,2020-11-22 13:30:00 UTC,2020-11-22 13:30:00 UTC,41.884987192,-87.620992913,41.885300022,-87.642808466,"41.884987192,-87.620992913","41.885300022,-87.642808466",32,28
0c71d0d5-48ac-4bf4-9919-0fdfb9e0ad13,91f06db58053143c1ed5453714469f839b2b1ed1cdd93f8c906cdc7870a2a6080ff5dc01221ddb0320423d37c630d8f1d3d043664f47a489c4a3130e47310055,2020-11-22 02:15:00 UTC,2020-11-22 02:15:00 UTC,41.884987192,-87.620992913,41.867902418,-87.642958665,"41.884987192,-87.620992913","41.867902418,-87.642958665",32,28
a4746d19-bd3e-4ae8-a5fb-fe2fd3e5fb25,1b84d02f4f9b66792e2b5fb36d19ec7f5a4eb96f26ed6c699eb05d2ffa0f24bc5b459a587b23c7ac1a4ba121d1e3250dc42ac2b5cc5af68fc2d7400bac240430,2020-11-22 18:30:00 UTC,2020-11-22 18:45:00 UTC,41.884987192,-87.620992913,41.921854911,-87.646210977,"41.884987192,-87.620992913","41.921854911,-87.646210977",32,7
64d25f6e-c186-492d-9486-f90c898fcfa2,d461213497b663cd61a26875dbacff512f590e39c9d54ef14c52435b6c115513236bebc4d3b49a294c5e7e31b46a7ba1054aa53ee436b9b7b34b7cc7ea981c49,2020-11-22 20:15:00 UTC,2020-11-22 20:30:00 UTC,41.884987192,-87.620992913,41.904935302,-87.649907226,"41.884987192,-87.620992913","41.904935302,-87.649907226",32,8
08beacc6-7f06-47cc-af2c-a3f3f0f0c0b2,b2949139bf976ce9b80d79cfc2acd4889a2e5939dae4444360fa0e3146c41935be1c6b00b7201f19cb57e19ceee3ef4267f1a6c38d167e6ac31c06529b077fd5,2020-11-22 11:45:00 UTC,2020-11-22 12:15:00 UTC,41.884987192,-87.620992913,41.904935302,-87.649907226,"41.884987192,-87.620992913","41.904935302,-87.649907226",32,8
2c0efb73-cabb-4be4-ad6b-240891cb45fe,4136627ef25b9fad79910c55679c02d8e1f2a42925d29c89625b9a1b45192d184a2a2d368927e2eeccd104c0c21efb24cbe8a9d1c27bc3513911181e1c9ac216,2020-11-22 23:15:00 UTC,2020-11-22 23:30:00 UTC,41.884987192,-87.620992913,41.946294536,-87.654298084,"41.884987192,-87.620992913","41.946294536,-87.654298084",32,6
bd2a285a-328b-47c1-8ca0-af5b2b53ce0a,7f7b8460175e2fafd1ea35903c8c8482d76dd4e610e200b60d53143e35128f3b5172ec3d8b0bf1dfc9b4c093ecf91a5c9bc935422e1cfe2f28d02b6d3bbb3f92,2020-11-22 22:00:00 UTC,2020-11-22 22:15:00 UTC,41.884987192,-87.620992913,41.928967266,-87.656156831,"41.884987192,-87.620992913","41.928967266,-87.656156831",32,7
