unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_latlong,dropoff_latlong,pickup_community_area,dropoff_community_area
d7bc208a-d2ae-408a-a9d3-c077d6962a28,6ff7aa44d967e3c78fdf5f01c75e072b84e3c1e3257b0d758606a90644d2a6c463f5a1689ae2f271b21136aa6cac5f3f72e18897406ec01f45825c5806193c70,2020-11-22 18:45:00 UTC,2020-11-22 18:45:00 UTC,41.884987192,-87.620992913,41.905857769,-87.630865027,"41.884987192,-87.620992913","41.905857769,-87.630865027",32,8
b079d5cd-2d85-4e83-a3b6-ce216dd734ef,0535933d1e24a5d1ee0d2e9f967b90e46c91b4602058b82ed688c20b5dc40c7a779df4d27be2ee48c2d0b072d1bbada5df4250989f23d1d8994b6a8403b27dc7,2020-11-22 12:30:00 UTC,2020-11-22 12:45:00 UTC,41.884987192,-87.620992913,41.87101588,-87.631406525,"41.884987192,-87.620992913","41.87101588,-87.631406525",32,32
1e53a75f-7439-46a5-af60-fb9077faa0d3,c0ba8e574da561bee3b75bf51e2a6387c510de13cfca3c8d7a005a3c9285965432a9bba85bbc3a0221d9aac3545fc9bc3182b8bc7fcf75704713a5d3803d37a6,2020-11-22 22:00:00 UTC,2020-11-22 22:15:00 UTC,41.884987192,-87.620992913,41.87101588,-87.631406525,"41.884987192,-87.620992913","41.87101588,-87.631406525",32,32
de397e1b-940a-4fb7-99e3-facb201cf7e8,d904764719c56cfb36906cb74c313be2fe666cf5b071dac821cd6f82efce5cd18c6563384bd7e670d91ae2b83d2955dabc75714bf0a9a63ed518f31d75c5d2bb,2020-11-22 11:15:00 UTC,2020-11-22 11:15:00 UTC,41.884987192,-87.620992913,41.892042136,-87.63186395,"41.884987192,-87.620992913","41.892042136,-87.63186395",32,8
caec9000-c294-4d72-914b-69ca362088ec,cceedf754d549b8180465b0df6e8ff2c173d3d39bfbfd9e162558e92fdf7ff6953ee14fd906d75bbca2c730e592d516e0643e1fcdf5a6229d333b0d99e43a9d3,2020-11-22 18:30:00 UTC,2020-11-22 18:30:00 UTC,41.884987192,-87.620992913,41.892042136,-87.63186395,"41.884987192,-87.620992913","41.892042136,-87.63186395",32,8
490d7537-2e06-4f76-82bc-44b19ef58de6,cceedf754d549b8180465b0df6e8ff2c173d3d39bfbfd9e162558e92fdf7ff6953ee14fd906d75bbca2c730e592d516e0643e1fcdf5a6229d333b0d99e43a9d3,2020-11-22 19:15:00 UTC,2020-11-22 19:15:00 UTC,41.884987192,-87.620992913,41.892042136,-87.63186395,"41.884987192,-87.620992913","41.892042136,-87.63186395",32,8
f8802a09-e47f-4878-a620-fb3c41c24316,11c21d0290e089e5de4a3c49612642df5cd364c7fd1bf8b7ef0fda5f780373cb3173b46bb77ab2c0f6d8eae6293f67c83a1e2fb918f682d8781b86fc2bee6d73,2020-11-22 19:45:00 UTC,2020-11-22 20:00:00 UTC,41.884987192,-87.620992913,41.892042136,-87.63186395,"41.884987192,-87.620992913","41.892042136,-87.63186395",32,8
fe20962d-e43b-4ebc-a39a-93a6a5bc7aac,fa291651bedb0cd9f16d0c71824e9086553dafdc206b680150a2270162d4a58fc62e8e94d86249ee13700b74c75f56cdb807c6501a01d27b76879726b4d28c66,2020-11-22 16:45:00 UTC,2020-11-22 17:00:00 UTC,41.884987192,-87.620992913,41.892042136,-87.63186395,"41.884987192,-87.620992913","41.892042136,-87.63186395",32,8
e1fef557-cc95-4250-a415-51b1028285c3,0423a2c129f6c40cb6fa76d3c75d1ccfabf46419f5de47dbf33100112914f87c299afc751127a1ffd9616f4a3d994b6e91ffb8800513c6883972ad7c8d3fd703,2020-11-22 14:00:00 UTC,2020-11-22 14:00:00 UTC,41.884987192,-87.620992913,41.900265687,-87.63210922,"41.884987192,-87.620992913","41.900265687,-87.63210922",32,8
ae3d2432-d332-46cc-bba0-44541ae2464d,5e3077a68e0439a1168a98d848e9ae3fd8c74f61bc4323705cf5537ad081b8c8c7bc43f16578dcaf27deebf7aad90cb93b7987c34c35ac263e6ca3bd1cf98542,2020-11-22 17:45:00 UTC,2020-11-22 17:45:00 UTC,41.884987192,-87.620992913,41.880994471,-87.632746489,"41.884987192,-87.620992913","41.880994471,-87.632746489",32,32
8a5eab6f-e7d7-48e8-be42-7e2fe255fd82,bd311c6da551e21be4ef1755d516e0ce6a4e1de4833601d912033c7912b45beb3f6cb872fffd7511de18be97b3ad9a66946b6fe42ea07697fbba1a87e0e626bb,2020-11-22 12:45:00 UTC,2020-11-22 13:00:00 UTC,41.884987192,-87.620992913,41.880994471,-87.632746489,"41.884987192,-87.620992913","41.880994471,-87.632746489",32,32
592dfb45-38d3-44a7-a0fd-427b88655083,d4ec19140095168a8d55390a9042b069ff05df3ba4a4dea4c51a74ccd56ac0c0b6292d19158f6b3530394b23c151f316060797e019118f027ce8ec6988f37744,2020-11-22 10:00:00 UTC,2020-11-22 10:00:00 UTC,41.884987192,-87.620992913,41.880994471,-87.632746489,"41.884987192,-87.620992913","41.880994471,-87.632746489",32,32
5f97e650-63cb-4ef9-8744-b4a9e194a505,50be6cf4ab75fdcee27fbd06555e0058f9d5a6269f6515f7754c289bcdd21a46504e236b97e51065cea42040e8d100ec5a60b7520a36fd8860b8bcc86c239648,2020-11-22 13:00:00 UTC,2020-11-22 13:15:00 UTC,41.884987192,-87.620992913,41.880994471,-87.632746489,"41.884987192,-87.620992913","41.880994471,-87.632746489",32,32
